Ticker,Latest_price,sector,industry,marketCap,trailing_PE_ratio,pegRatio,enterpriseValue,ebitda,ebitdaMargins,profitMargins,revenueGrowth,freeCashflow,operatingCashflow,returnOnAssets,returnOnEquity,enterpriseToRevenue,enterpriseToEbitda,priceToBook,beta,forwardEps,currentRatio,quickRatio,debtToEquity,sharesOutstanding,earningsGrowth,fiveYearAvgDividendYield
AIT,98.17,Industrials,Industrial Distribution,3775362816,23.672535,1.57,4410718720,361563008,0.103149995,0.06427,0.167,110258496,163604992,0.086169995,0.23686,1.258,12.199,3.8658738,1.426156,5.98,2.86,1.728,70.613,38457400,,1.82
WRBY,28.04,Healthcare,Medical Instruments & Supplies,3173651456,,,3705353472,-46977000,-0.09021,-0.19715999,0.32,,19237000,,,7.115,-78.876,10.714559,,0.11,2.631,2.023,,94129696,,
CZOO,4.3,Technology,Software—Application,3234258176,,0.14,1014935168,-139908992,-0.37765,-0.46976003,5.214,,-140107008,,,2.74,-7.254,2.15323,,-28.69,1.058,0.463,58.529,111229000,,
CGC,7.7,Healthcare,Drug Manufacturers—Specialty & Generic,3240637440,,0.59,3041251840,-495569984,-0.87164,-2.1510801,-0.029,-382344256,-437179008,-0.05844,-0.22650999,5.349,-6.137,0.71435195,1.96213,-0.56,9.631,7.981,38.318,393712992,,
BMBL,25.19,Technology,Software—Application,4650074112,108.111595,0.26,5546978304,82913000,0.11467,0.41606,0.235,108990496,68673000,-0.00412,0.11605,7.672,66.901,2.0319433,,0.21,2.66,2.515,25.749,119799000,,
MATX,97.19,Industrials,Marine Shipping,4085090304,6.873895,0.32,4552071168,922300032,0.27462,0.18416001,0.661,332524992,742300032,0.16398,0.55307,1.355,4.936,3.037662,0.904525,10.45,0.88,0.739,67.311,42032000,3.006,2.16
IRTC,112.92,Healthcare,Medical Devices,3322772480,,,3306161664,-68609000,-0.21451999,-0.24551001,0.187,-15306500,-16890000,-0.09889,-0.24912001,10.337,-48.188,11.230233,1.183376,-3.2,3.928,3.74,41.093,29425900,,
SUN,42.26,Energy,Oil & Gas Refining & Marketing,3522459392,8.283026,2.8,6844614656,882000000,0.05804,0.03337,0.704,202500000,552000000,0.081709996,0.70662004,0.45,7.76,4.403001,1.764155,4.38,1.25,0.634,433.25,83352096,0.042,11.29
BNL,21.9,Real Estate,REIT—Diversified,3531747328,37.055836,,5756175872,312990016,0.84019,0.23729,0.521,221267872,233382000,0.02902,0.03695,15.452,18.391,1.3837987,,0.6,1.946,1.825,59.885,161267008,1.291,
STAA,66.23,Healthcare,Medical Instruments & Supplies,3152568064,141.21536,6.42,4080008192,33458000,0.15385,0.10533,0.239,38178124,55014000,0.06698,0.10519,18.761,121.944,12.653802,0.942337,0.76,5.64,5.124,9.408,47600300,0.5,
GATX,105.64,Industrials,Rental & Leasing Services,3750220032,37.959038,1.9,9512919040,667000000,0.53734,0.08048,0.03,-658075008,474700000,0.020350002,0.05114,7.664,14.262,1.895874,0.92,5.21,3.711,3.666,320.836,35500000,-0.179,2.44
PECO,32.79,Real Estate,REIT—Retail,3895845632,356.41306,33.51,5666128896,311771008,0.60357,0.017690001,0.045,113763376,251644000,0.0127,0.00448,10.969,18.174,1.7079904,0.029957,0.46,2.358,1.039,69.689,19600000,0.111,
FATE,33.14,Healthcare,Biotechnology,3164631296,,1.42,4772224512,-176506000,0,0,0.882,-61862876,-113241000,-0.14045,-0.34058997,87.287,-27.037,4.326936,1.456103,-2.84,7.55,7.485,14.932,95492800,,
ACT,21.58,Financial Services,Insurance—Specialty,3514087168,7.256221,0.45,3845215488,,0,0.42841,-0.014,316884864,554886016,0.0726,0.12157,3.401,,0.83640164,,3.42,2.115,1.992,17.609,162840000,-0.009,
CATY,48.07,Financial Services,Banks—Regional,3712133888,12.956873,1.49,3578976512,,0,0.44632,0.099,,,0.014939999,0.122650005,5.355,,1.5073217,1.294878,3.7,,,,77223504,0.101,3.11
FLOW,85.75,Industrials,Specialty Industrial Machinery,3596732416,46.832333,0.72,3733629696,189500000,0.12377,0.05035,0.092,113475000,130800000,0.043530002,0.072399996,2.439,19.703,3.45794,1.66909,3.76,1.654,1.12,39.852,41944400,0.95,
QTWO,62.38,Technology,Software—Application,3544231936,,9.15,4746800128,-46396000,-0.09751,-0.2631,0.221,59448376,10703000,-0.036170002,-0.20538999,9.976,-102.311,6.092392,1.433766,0.38,3.075,2.741,106.658,56816800,,
ESMT,20.45,Technology,Software—Application,3306601472,,4.65,3293688320,16767000,0.083979994,-0.03926,0.422,,30012000,,,16.496,196.439,4.376204,,0.12,6.818,6.652,,161692000,,
HP,33.61,Energy,Oil & Gas Drilling,3629947392,,2.9,3806295040,124177000,0.08984999,-0.22219999,0.663,214497632,152326000,-0.039219998,-0.103599995,2.754,30.652,1.2450916,2.020885,-0.05,2.393,1.814,19.529,108002000,,6.56
TMHC,28.72,Consumer Cyclical,Residential Construction,3529429504,7.7079973,0.35,7199920128,719987968,0.10986,0.07396,0.094,-155569632,221708000,0.05234,0.1362,1.099,10,0.9573652,1.772987,7.19,6.79,0.479,88.182,122891000,0.54,
AY,31.72,Utilities,Utilities—Renewable,3536050432,,-5.19,9659443200,745889024,0.60866,-0.055,0.087,543286528,576918976,0.019550001,-0.02805,7.882,12.95,2.275956,0.688798,0.83,1.493,1.429,375.717,111477000,,5.32
BBU,43.06,Industrials,Conglomerates,3373423872,19.73419,,37914537984,4031000064,0.09340999,0.00746,0.196,1951500032,2580999936,0.02763,0.22565001,0.879,9.406,2.906514,1.500259,4.03,1.066,0.658,232.267,77845104,,0.69
CIXX,17.1,Financial Services,Asset Management,3376275456,11.546253,,6475165184,955881984,0.37775,0.15437001,0.298,888862016,579518976,0.08632,0.25226,2.559,6.774,2.2164614,1.396298,,1.067,0.504,224.051,197443008,-0.639,4.19
JBGS,27.63,Real Estate,REIT—Office,3584301568,,-9.23,6371098112,221523008,0.3568,-0.11028,0.038,234147504,195578000,-0.00195,-0.02044,10.262,28.76,1.160778,0.829323,-0.19,3.783,2.853,58.458,129725000,,
TTEC,77.11,Technology,Information Technology Services,3623337216,23.317207,1.31,4706148352,332167008,0.14884,0.07019,0.15,196092880,260198000,0.08509,0.31364,2.109,14.168,7.4087243,0.89806,4.87,1.516,1.143,165.576,46989200,-0.333,1.31
FCFS,76.42,Financial Services,Credit Services,3705101312,24.407537,0.85,3949781760,252380000,0.15878999,0.080699995,0.111,-27633500,182748000,0.054770004,0.10108,2.485,15.65,2.3881996,0.828571,4.48,3.171,1.993,79.348,48483400,1.278,1.3
ADS,70.5,Financial Services,Credit Services,3509849600,4.395262,0.23,17841944576,1453400064,0.3375,0.1847,0.046,1467212544,1602099968,0.03828,0.4914,4.143,12.276,1.5634702,2.353246,12.62,1.499,1.36,778.407,49785100,0.602,1.66
NSP,90.14,Industrials,Staffing & Employment Services,3470543104,29.54441,1.75,4047517440,193234000,0.04078,0.025039999,0.2,239800752,294622016,0.06384,1.7241,0.854,20.946,35.76984,1.542516,4.82,1.201,1.081,448.817,38501700,0.373,1.37
GSHD,90.22,Financial Services,Insurance—Diversified,3369166592,227.8283,7.5,2486387712,14884000,0.1029,0.054780003,0.301,10088125,36405000,0.03607,,17.189,167.051,,0.505985,0.96,1.655,1.356,,20117400,0.118,
BOH,87.28,Financial Services,Banks—Regional,3512592384,15.1501465,1.53,3554407424,,0,0.33675,0.298,,398996992,0.01076,0.15671,5.163,,2.482437,1.227572,5.17,,,,40245100,0.6,3.08
DUOL,91,Technology,Software—Application,3409979392,,1.32,3244082176,-47007000,-0.20797001,-0.2346,0.404,,12419000,,,14.353,-69.013,6.6720433,,-2.52,6.045,5.78,1.947,15796800,,
AYX,54.16,Technology,Software—Application,3653303552,,7.98,4316372992,-69817000,-0.13352999,-0.2297,-0.048,77016496,82832000,-0.03758,-0.28419,8.255,-61.824,8.916695,0.677734,-0.01,2.653,2.477,209.983,59690400,,
KWR,207.19,Basic Materials,Specialty Chemicals,3707561472,24.49344,1.27,5120466432,270403008,0.15906,0.08924,0.223,46080124,68850000,0.04068,0.116330005,3.012,18.936,2.6797817,1.450909,8.33,2.179,1.403,67.112,17894500,0.131,0.83
ABCB,50.09,Financial Services,Banks—Regional,3488027136,8.976703,1.14,432954752,,0,0.37208,-0.185,,161480992,0.01836,0.14244,0.414,,1.1979815,1.297142,4.55,,,,69635200,-0.299,1.2
TSP,15.34,Industrials,Trucking,3267834368,,-2.12,2190544640,-320263008,0,0,2.057,,-225428992,,,442.713,-6.84,2.3172207,,-2.21,30.995,30.65,0.33,189027008,,
ALRM,68.84,Technology,Software—Application,3446157824,60.28021,4.08,4014375936,102114000,0.14197,0.08214,0.211,101966496,118604000,0.05193,0.10954001,5.581,39.313,5.7669425,1.145454,1.98,8.563,7.778,76.129,50060400,-0.634,
FUN,56.32,Consumer Cyclical,Leisure,3201358336,,29.75,5272347648,158920992,0.15562999,-0.12412,7.615,66311376,89043000,0.00374,,5.163,33.176,,2.177142,2.88,1.796,1.652,,56842300,,
REZI,25.53,Industrials,Security & Protection Services,3686174720,15.847301,0.19,4530225152,697000000,0.11828,0.03971,0.098,306124992,355000000,0.06845,0.12437,0.769,6.5,1.7081493,2.515398,1.98,1.636,1.056,63.809,144386000,-0.233,
SONO,26.92,Technology,Consumer Electronics,3422312704,23.82301,1.23,3206998016,202100000,0.11772,0.09238,0.058,181076256,253226000,0.107559994,0.3659,1.868,15.868,6.007588,1.901094,1.76,2.011,1.558,7.852,127129000,,
PWSC,15.86,Technology,Software—Application,3146655744,,0.99,3806462720,119526000,0.22612,-0.07424,0.289,,146090000,,,7.201,31.846,2.02425,,0.69,0.508,0.413,42.991,198402000,,
PAY,21.21,Technology,Information Technology Services,2545687808,543.8461,16.1,3002366976,18834000,0.05093,0.02236,0.303,,26848000,,,8.119,159.412,6.7226624,,0.08,3.133,2.576,3.928,16536200,-0.661,
PFSI,59.36,Financial Services,Mortgage Finance,3503973376,3.2848213,0.22,16817509376,,0,0.27997,-0.273,,,0.039839998,0.29481,4.692,,1.0234659,1.224266,12.77,1.195,0.315,409.812,59029200,-0.532,
CRC,40.57,Energy,Oil & Gas E&P,3261539840,0.8677704,1.85,4083268608,636000000,0.27846,1.64623,0.743,633249984,421000000,0.06252,,1.788,6.42,3.1150184,,5,0.687,0.509,60.361,80392896,-0.432,
TROX,21.22,Basic Materials,Chemicals,3265057792,13.254216,0.13,6040587776,874000000,0.24468,0.08007,0.129,514500000,740000000,0.05745,0.15487,1.691,6.911,1.6738975,,2.79,2.493,1.052,130.118,153867008,0.696,1.69
DAVE,5.23,Technology,Software—Application,,,,683050048,-42234000,-0.28671,-0.26755,0.254,,-26925000,,,4.637,-16.173,,,,1.995,0.781,92.51,,,
JWN,21.61,Consumer Cyclical,Department Stores,3442753792,348.5484,3.25,8484570624,1003000000,0.07191,0.00079,0.177,307000000,365000000,0.02326,0.03601,0.608,8.459,9.5874,2.423376,2.05,0.924,0.143,1362.953,159312992,0.159,
VRNT,50.95,Technology,Software—Infrastructure,3347608576,,1.6,4064589824,180906000,0.13821,-0.00068000006,0.045,196265120,157208992,0.029830001,0.03181,3.105,22.468,3.4787657,0.790674,2.5,1.428,1.286,33.104,65703800,0.091,
KD,15.64,Technology,Information Technology Services,3505487104,,,4837414912,502000000,0.02638,-0.12071,-0.057,,-420000000,,,0.254,9.636,0.6455874,,-0.81,1.04,0.69,28.152,224136000,,
BLKB,62.35,Technology,Software—Application,3243509248,,-3.82,4182314240,71631000,0.077649996,-0.00093999994,0.075,158183248,208578000,0.00713,-0.00206,4.534,58.387,7.390067,1.034285,3.08,0.694,0.202,138.091,52021000,0.3,
DEN,67.4,Energy,Oil & Gas E&P,3378249728,,1.04,4335750144,67737000,0.061950002,-0.10797,0.776,216637504,254972992,-0.03249,-0.11184,3.966,64.009,3.3354778,,5.31,0.359,0.337,3.755,50122400,,
WSFS,52.25,Financial Services,Banks—Regional,3421256960,9.158633,0.82,1250291200,,0,0.3687,-0.048,,,0.01804,0.14577,1.698,,1.3014672,1.087021,3.72,,,,65478600,-0.03,1
HI,47.93,Industrials,Specialty Industrial Machinery,3474167808,14.480363,1.21,4716542464,539699968,0.18839,0.08723,0.088,617774976,528400000,0.06632,0.2208,1.646,8.739,2.880755,1.500779,3.98,1.386,0.861,109.495,72234000,,2.26
TCBI,65.94,Financial Services,Banks—Regional,3337058560,14.50506,1.82,-1700675584,,0,0.26615,-0.116,,1016352000,0.0066500003,0.08372,-1.818,,1.1717876,1.82909,3.2,,,,50607500,-0.296,
CPE,51.94,Energy,Oil & Gas E&P,3187183872,,0.78,5793335296,450279008,0.27328,-0.25811002,0.905,79966128,742411008,0.01432,-0.39798,3.516,12.866,2.5769,2.857782,12.7,0.324,0.265,301.128,61362800,,
MAC,15.68,Real Estate,REIT—Retail,3340435968,,-686.43,8282599424,460856928,0.53394,0.01652,0.219,,,0.01006,0.00575,9.596,17.972,1.0877558,1.873694,-0.16,0.693,0.593,148.862,213038000,,9.57
MTH,93.44,Consumer Cyclical,Residential Construction,3486349312,5.4900117,0.56,5079854080,903644992,0.17885,0.12913999,0.107,-252320256,-91428000,0.13256,0.2597,1.005,5.622,1.2420577,1.684675,23.28,8.591,1.377,41.902,37311100,0.849,
FSR,11.66,Consumer Cyclical,Auto Manufacturers,3459755264,,-0.01,4426443264,-225158000,0,0,,-246613024,-190442000,-0.16488001,-0.98120004,68099.125,-19.659,3.815445,0.811502,-1.31,18.397,18.102,75.023,164366000,,
CALX,53.54,Technology,Software—Application,3413507072,14.872223,2.43,4522876416,100654000,0.14956,0.36047,0.144,44868500,74648000,0.09932,0.61954,6.72,44.935,6.3707757,1.461818,0.95,3.203,2.399,2.738,63756200,7.156,
SHOO,42.07,Consumer Cyclical,Footwear & Accessories,3424203520,23.02682,1.99,3296572672,211795008,0.12909001,0.089770004,0.524,98445248,139783008,0.10349,0.19067,2.009,15.565,4.286733,1.265585,2.91,2.268,1.7,14.547,81393000,,
BCO,69.23,Industrials,Security & Protection Services,3402931712,43.133957,0.98,6032306176,536500000,0.1301,0.01959,0.108,310787488,503900000,0.036429998,0.43573,1.463,11.244,27.994339,1.641155,5.98,1.398,1.022,1250.642,49154000,,0.87
CVBF,23.96,Financial Services,Banks—Regional,3247107072,15.164556,1.46,1234773376,,0,0.43976003,0.011,,183656992,0.0143099995,0.10622,2.527,,1.5732107,0.461226,1.43,,,,135522000,0.047,2.98
COMP,8.3,Technology,Software—Application,3312389120,,0.09,3374044416,-123100000,-0.020380002,-0.05946,0.467,,78300000,,,0.559,-27.409,3.2308292,,-0.62,2.319,2.119,54.054,383838016,,
KBH,37.93,Consumer Cyclical,Residential Construction,3318025472,7.26072,0.2,5377765888,656022016,0.1251,0.0947,0.469,-439942368,-198758000,0.071779996,0.18369,1.026,8.198,1.1676158,1.737662,7.83,4.969,0.612,66.703,87477600,0.932,0.74
CYTK,34.9,Healthcare,Biotechnology,2945353984,,-0.9,3095366912,-199003008,0,0,-0.87,-137747008,-45635000,-0.19304001,-1.14731,143.637,-15.554,11.746887,1.239736,-3.54,6.12,5.914,106.954,84394096,,
FOCS,51.73,Financial Services,Asset Management,3375899648,466.036,0.84,5706686464,379755008,0.22963,0.00392,0.371,228141120,310742016,0.03548,0.01975,3.451,15.027,4.6220512,1.241598,4.6,9.213,7.96,278.135,65260000,-0.667,
TUYA,5.7,Technology,Software—Infrastructure,3190631936,,25.91,2362107648,-148950496,-0.5134,-0.49965,0.449,-34894124,-81915000,-0.11975,-0.21462,8.142,-15.858,2.7390676,,-0.15,10.662,10.147,1.38,559760000,,
IQ,4.12,Communication Services,Internet Content & Information,3251854080,,-2.15,15862098944,5285194752,0.17257999,-0.19424,0.056,5275889664,-6375928832,-0.05353,-0.93859,0.518,3.001,0.4994545,0.801626,-0.94,0.68,0.505,325.708,789284992,,
HAIN,36.03,Consumer Defensive,Packaged Foods,3346520576,37.45322,2.01,4479969792,222394000,0.115430005,0.04998,-0.088,143136880,193676000,0.05059,0.06915,2.325,20.144,2.5264707,0.656103,1.85,1.796,0.709,32.559,92881504,213.677,
XRX,21.82,Technology,Information Technology Services,3895131904,14.955449,-0.89,6376182784,776000000,0.10791001,0.041300002,-0.005,871249984,666000000,0.020469999,0.05341,0.887,8.217,0.7506795,1.746578,2,1.881,1.523,85.052,178512000,0.177,3.91
SXT,81.02,Basic Materials,Specialty Chemicals,3404970752,29.355072,8.36,3884340736,220184000,0.15952,0.08603,0.017,122540128,145218000,0.06028,0.12681,2.814,17.641,3.6185796,0.940328,3.57,3.19,1.235,54.511,42026300,0.093,2.04
WBT,23.74,Industrials,Specialty Industrial Machinery,3378083584,43.8817,0.35,4695510528,279500000,0.19357,0.05312,0.379,91437504,76100000,0.06163,0.26832,3.252,16.8,9.97479,2.202884,1,1.847,0.997,419.486,142295008,4.667,
MC,48.82,Financial Services,Capital Markets,3358816000,7.580745,-2.41,3721202944,,0,0.25536,1.364,,872910976,0.3742,1.01034,2.42,,5.7597923,1.252987,4.58,0.965,0.929,37.796,61011100,2.321,4.12
SR,62.89,Utilities,Utilities—Regulated Gas,3254048000,12.679436,2.24,7345288704,658600000,0.29461,0.12154,0.152,-771987520,249800000,0.03164,0.104890004,3.286,11.153,1.3452694,0.32987,4.33,0.819,0.354,140.211,51741900,,3.27
UNF,179.24,Industrials,Specialty Business Services,3382061824,22.574308,2.85,6455264256,292062016,0.15656,0.07661,0.088,21287124,167383008,0.04981,0.07792,3.46,22.102,1.8066728,1.008453,8.09,4.519,2.893,2.404,15225900,-0.195,0.29
HASI,44.14,Real Estate,REIT—Specialty,3729675264,40.163784,3.63,5143300096,,0,1.12332,0,,43106000,0.02458,0.06965,64.855,,2.55174,1.837303,1.91,23.133,22.797,162.217,84496496,,4.72
DSEY,10.03,Consumer Cyclical,Personal Services,3183832832,,1.71,6205168640,225200000,0.08615,-0.08068,-0.024,,-57900000,,,2.374,27.554,5.3322697,,0.62,1.1,0.663,364.423,317431008,,
GEF,60.23,Consumer Cyclical,Packaging & Containers,2913644288,7.5024915,0.93,5394390016,762200000,0.13718,0.07032,0.359,386837504,396000000,0.05825,0.29301,0.971,7.077,1.9313773,1.03948,6.23,1.266,0.772,157.473,26550900,1.343,3.7
NSIT,99.84,Technology,Information Technology Services,3482998272,17.312292,2.1,4662464512,377249984,0.04118,0.02299,0.264,-159007504,-224300000,0.04855,0.15531999,0.509,12.359,2.4038136,1.767792,7.69,1.549,1.334,64.229,34885800,0.373,
ARNC,32.28,Industrials,Specialty Industrial Machinery,3437400320,,-2.55,5080788480,516000000,0.07557,-0.061950002,0.336,-36375000,-515000000,0.026099999,-0.27593002,0.744,9.846,2.197862,,2.88,1.572,0.743,109.379,106487000,2.212,
MANT,79.93,Technology,Software—Application,3256276224,23.501911,3.56,3000875264,258936992,0.101210006,0.05435,0.003,134946880,235160992,0.051659998,0.08663999,1.173,11.589,1.9657174,0.788051,3.49,1.64,1.532,5.952,27562400,0.264,1.71
ETRN,7.16,Energy,Oil & Gas Midstream,3096707072,11.437699,-0.61,12425161728,1146045056,0.79725,0.22928,-0.023,336346368,1138715008,0.03965,0.07947,8.644,10.842,0.9738846,2.051205,0.97,1.527,1.414,163.032,432500992,-0.515,
MLI,58.5,Industrials,Metal Fabrication,3355951872,8.752244,,3467751168,543379968,0.15574999,0.10873,0.587,135242368,229676000,0.1976,0.41347,0.994,6.382,3.0301461,1.231168,6.6,2.731,1.575,12.938,57366700,2.961,1.28
PRFT,101.16,Technology,Information Technology Services,3332048640,61.050095,2.13,4171831040,127971000,0.18053,0.07898,0.223,87359128,96476000,0.07851,0.13828,5.885,32.6,7.6636367,1.464935,4.03,2.123,2.027,52.746,32938400,1.526,
SFM,29.12,Consumer Defensive,Grocery Stores,3268982272,12.39149,24.93,4599967744,501806016,0.080819994,0.044499997,-0.043,339380384,380430016,0.08225001,0.31117,0.741,9.167,3.4038575,0.233766,2.06,1.157,0.551,154.859,112259000,0.097,
EPR,46.96,Real Estate,REIT—Specialty,3512861440,353.0827,8.61,6411739136,354692000,0.76308995,0.0733,1.221,276920864,242219008,0.01877,0.01287,13.794,18.077,1.3350011,1.788051,1.69,2.508,2.217,109.904,74805400,,
CVT,6.29,Technology,Software—Application,3189967104,,,4856615424,19949000,0.04074,-0.16580999,0.131,,96827000,,,9.919,243.452,5.1472993,,,0.692,0.581,71.227,507148992,,
FSLY,18.7,Technology,Software—Application,2197250048,,-2.13,3349666048,-157620992,-0.4646,-0.62158,0.228,93231872,-61723000,-0.08947,-0.27198,9.873,-21.251,2.1581075,1.221597,-0.47,6.711,6.504,103.361,117500000,,
NVG,15.6,Financial Services,Asset Management,3329882368,5.2917233,,5770386944,,0,2.6257,-0.045,126362976,174087952,0.0207,0.17965001,24.09,,0.89459807,0.261023,,0.151,0.151,56.763,213454000,,5.17
NAD,14.35,Financial Services,Asset Management,3349361664,6.5855904,,5875623424,,0,2.4377902,0.007,73028320,154563984,0.01941,0.14708,28.16,,0.87805176,0.188051,,0.854,0.854,56.398,233404992,,
UPWK,24.49,Industrials,Staffing & Employment Services,3140450560,,3.42,3927419648,-19049000,-0.040349998,-0.06939,0.324,29764876,32237000,-0.01908,-0.11991,8.319,-206.175,11.859564,1.908348,0.17,3.886,3.122,220.858,128234000,,
CVAC,16.71,Healthcare,Biotechnology,3125655296,,0.07,1936883840,-520200992,0,0,-0.531,-97933248,-108636000,-0.2468,-0.64247,28.565,-3.723,4.4955606,,-1.56,1.786,1.448,6.667,187052992,,
IBTX,76.05,Financial Services,Banks—Regional,3265320960,14.351766,1.38,783900288,,0,0.38333,-0.027,,277897984,0.0127,0.09075,1.313,,1.2723349,1.833766,4.87,,,,42936500,-0.129,1.38
AX,54.12,Financial Services,Banks—Regional,3219880192,14.746593,1.53,3561339904,,0,0.34925,0.119,,72238000,0.015759999,0.16538,5.58,,2.2074478,1.51039,4.26,,,,59495200,0.125,
INST,22.5,Technology,Software—Application,3159539968,,,3609001472,77797000,0.2035,-0.28579,0.311,,103740000,,,9.44,46.39,2.4512475,,0.89,0.958,0.866,42.604,140424000,,
ALE,61.3,Utilities,Utilities—Diversified,3222694144,20.814941,3.62,5968205824,372900000,0.27816,0.11517,0.175,-260912496,267100000,0.01476,0.04928,4.452,16.005,1.3772186,0.531948,3.92,0.431,0.262,71.624,52572500,-0.325,3.31
QFIN,20.05,Financial Services,Credit Services,3098927872,3.586762,,-712645760,11397472256,0.73291,0.36422002,0.246,3875159040,5985248256,0.25716,0.50686,-0.046,-0.063,0.21880284,0.549183,5.68,1.897,0.557,2.45,154560000,0.221,
PSEC,8.29,Financial Services,Asset Management,3231988992,3.245889,2.28,5750384128,,0,1.5309,0.186,221587248,16337000,0.04532,0.26923,8.732,,0.81884634,0.918961,0.74,0.508,0.501,48.245,389865984,0.162,11.73
KMPR,50.47,Financial Services,Insurance—Property & Casualty,3212572160,39.55329,-3.68,3887607040,90699976,0.01563,-0.02076,0.093,,,-0.00064000004,-0.02812,0.67,42.862,0.7738661,,2.6,0.814,0.814,27.994,63653100,,1.61
GOLF,42.37,Consumer Cyclical,Leisure,3119694592,14.025157,4.24,3897307648,344079008,0.1602,0.10564,0.08,297527360,377404992,0.098929994,0.21418,1.815,11.327,2.7450597,0.77922,2.5,2.367,1.398,27.135,73629800,-0.381,
NEU,320.29,Basic Materials,Specialty Chemicals,3352571648,14.518381,,4315094016,407912992,0.17679001,0.104270004,0.213,61158876,212852000,0.09377,0.32157,1.87,10.578,4.4087324,0.336103,25.82,3.492,2.18,137.1,10467300,-0.453,1.81
SFNC,28.77,Financial Services,Banks—Regional,3303659264,11.380538,2.39,3743760640,,0,0.33925,0.071,,346056992,0.01235,0.09238,4.604,,1.0122796,0.822857,1.95,,,,114830000,0.233,2.43
IONQ,14.68,Technology,Computer Hardware,2825709312,,-2.41,2581438976,-30837000,0,0,,,-25536000,,,5723.812,-83.712,5.0068216,,-0.44,53.977,53.393,0.761,192487008,,
BIGZ,12.49,,,,,,,,0,0,,,,,,,,,,,,,,,,
AMEH,54.37,Healthcare,Medical Care Facilities,3020204544,33.707375,6.01,2252194560,139258000,0.1843,0.09283,0.261,62928500,79924000,0.09033,0.16982001,2.981,16.173,5.537788,0.349773,1.41,3.659,3.524,37.769,55549100,0.644,
MMSI,56.79,Healthcare,Medical Instruments & Supplies,3206278144,74.13838,2.67,3863584768,167506000,0.15888,0.04099,0.094,155084880,138331008,0.030450001,0.04439,3.665,23.065,3.1636121,1.128311,2.38,2.171,1.091,35.115,56458500,,
ASO,34.27,Consumer Cyclical,Specialty Retail,3034094592,5.252107,0.5,5145217536,954307008,0.14543,0.09465,0.181,393248736,669441984,0.11011,0.52626,0.784,5.392,2.1958096,,6.2,1.36,0.315,135.298,88535000,1.324,
LZ,15.27,Communication Services,Internet Content & Information,3008938240,,-86.5,2788873216,-37339000,-0.06726,-0.14134,0.124,,71136000,,,5.023,-74.691,15.742268,,0.17,1.42,1.352,,197048992,,
SITC,15.48,Real Estate,REIT—Retail,3269654528,73.36493,-9.69,5364863488,319504992,0.60698,0.12283,0.289,275162240,281600000,0.02132,0.03282,10.192,16.791,1.7740086,1.651428,0.19,0.747,0.653,88.808,211218000,10.905,7.11
CNX,15.85,Energy,Oil & Gas E&P,3347520000,,0.22,5609151488,-581419008,-0.32101002,-0.51523,1.669,12071125,834009024,-0.08462,-0.25030002,3.097,-9.647,1.0544173,1.412987,1.86,0.33,0.148,78.941,211200000,,
CWAN,18.44,Technology,Software—Application,3272178176,,6.18,3631527680,-30819000,-0.13003,-0.32773,0.209,,-41580000,,,15.322,-117.834,17.955212,,0.22,9.459,9.115,22.515,47366100,,
SSTK,91.23,Communication Services,Internet Content & Information,3350075136,33.738907,2.61,3588118016,145475008,0.19433,0.13475999,0.177,142854624,226704992,0.10502,0.2332,4.793,24.665,7.029589,1.107012,3.53,1.191,1.097,11.13,36721200,-0.306,
NVMI,114.94,Technology,Semiconductor Equipment & Materials,3275778560,40.118675,1.12,3924540160,108054000,0.29132998,0.22791,0.622,89187000,118475000,0.10148,0.21127,10.581,36.32,7.284827,1.050909,4.07,1.973,1.678,48.413,28499900,1.125,
BCRX,18.74,Healthcare,Biotechnology,3372000512,,-0.67,3067405312,-182188000,-1.59775,-1.98877,5.718,-103063624,-154336992,-0.51747,,26.9,-16.836,,2.484034,-1,1.892,1.69,,179936000,,
KRTX,110.47,Healthcare,Biotechnology,3272519168,,1.26,3425942528,-137620000,0,0,,-67181248,-116825000,-0.19062,-0.31945,,-24.894,6.309687,1.784398,-7.16,33.554,31.618,1.547,29623600,,
PSN,32.78,Industrials,Specialty Industrial Machinery,3352017152,61.732574,,4117579520,239632000,0.06522,0.01543,-0.048,266085376,291436000,0.01599,0.044,1.121,17.183,1.83765,1.070477,2,1.496,1.388,43.517,102258000,-0.552,
WTM,1037.12,Financial Services,Insurance—Property & Casualty,3129789696,17.811668,1.25,3085650688,146100000,0.13096,0.16224001,,196575008,-26800000,0.009459999,0.02708,2.766,21.12,0.8810589,0.503896,21,1.562,1.128,20.86,3017770,,0.11
AWR,86.03,Utilities,Utilities—Regulated Water,3177629952,33.84343,6.11,4318195712,182780992,0.36091998,0.18601999,0.023,-21071376,116250000,0.049840003,0.14353,8.527,23.625,4.680376,0.087792,2.63,0.951,0.698,90.433,36936300,0.061,1.66
EQC,27.2,Real Estate,REIT—Office,3288616192,,61.93,330728512,-2299000,-0.039419997,-0.28171,-0.158,-413008736,12147000,-0.00366,-0.0050999997,5.671,-143.858,1.0709927,0.286233,-0.15,98.106,98.106,,120905000,,
TLRY,6.39,Healthcare,Drug Manufacturers—Specialty & Generic,3032579072,,,3839004928,-9310000,-0.01652,-0.66486,0.43,270117952,-81844000,-0.01671,-0.12024,6.811,-412.353,0.666458,,-0.46,1.603,0.899,19.922,474582016,,
